cpf,matricula,sobrenome,nome,email,data_de_ingresso
871.114.035-73, 201616927, Flores, Terry, terry.flores@jujubinha.com.br, Sun Jul 17 22:17:39 2016
216.221.965-59, 201069265, Gonzalez, Andre, andre.gonzalez@jujubinha.com.br, Tue Jun 15 17:41:55 2010
109.057.890-65, 201547843, Stanley, Michael, michael.stanley@jujubinha.com.br, Sun Jul 19 14:24:25 2015
879.088.735-85, 201570029, Donley, Juan, juan.donley@jujubinha.com.br, Fri Jul 17 02:23:00 2015
857.298.750-09, 200814515, Coste, David, david.coste@jujubinha.com.br, Wed May 28 14:03:49 2008
513.875.266-65, 201756105, James, Mittie, mittie.james@jujubinha.com.br, Sun Apr  2 18:29:39 2017
447.237.514-15, 201371969, Rose, Stephen, stephen.rose@jujubinha.com.br, Sun Sep  1 04:55:17 2013
960.347.052-77, 201086131, Highshaw, Kevin, kevin.highshaw@jujubinha.com.br, Sun Jun 20 09:11:00 2010
699.033.463-06, 201435697, Gidney, Christopher, christopher.gidney@jujubinha.com.br, Thu Oct 16 12:23:31 2014
113.185.496-14, 201108039, Bapties, Jessica, jessica.bapties@jujubinha.com.br, Sat Sep 17 16:59:38 2011
779.626.708-68, 201560106, Delacruz, Gerald, gerald.delacruz@jujubinha.com.br, Mon Nov  9 12:29:22 2015
316.910.376-54, 200973209, Proudfoot, Violet, violet.proudfoot@jujubinha.com.br, Wed Feb  4 01:35:01 2009
804.598.571-55, 200828082, Eversole, Brian, brian.eversole@jujubinha.com.br, Thu Oct 16 16:26:18 2008
061.909.223-17, 201370167, Levings, Sydney, sydney.levings@jujubinha.com.br, Sat Nov 16 20:36:39 2013
098.490.702-76, 200845000, Hansen, Larry, larry.hansen@jujubinha.com.br, Mon Dec 29 01:31:45 2008
911.763.781-68, 201291305, Bahlmann, William, william.bahlmann@jujubinha.com.br, Sat Mar 24 19:50:49 2012
439.623.625-55, 201300574, Ellis, Gerald, gerald.ellis@jujubinha.com.br, Tue Mar 19 12:06:37 2013
777.077.409-02, 201053832, Porter, Darrell, darrell.porter@jujubinha.com.br, Sat May  8 15:05:37 2010
219.781.573-53, 201294148, White, Glenn, glenn.white@jujubinha.com.br, Wed Nov  7 12:07:33 2012
210.237.155-59, 201438998, Richardson, Everett, everett.richardson@jujubinha.com.br, Thu Jun 26 17:09:03 2014
153.817.643-76, 201085805, Hann, Orlando, orlando.hann@jujubinha.com.br, Sun Feb  7 18:29:44 2010
045.140.674-40, 201232189, Couzens, Ollie, ollie.couzens@jujubinha.com.br, Wed Jul 11 22:58:18 2012
228.551.608-15, 201173776, Chiodi, Timothy, timothy.chiodi@jujubinha.com.br, Sat Nov 12 01:32:56 2011
125.739.891-32, 201068814, Gleason, Helen, helen.gleason@jujubinha.com.br, Sat Nov 27 15:54:13 2010
235.607.614-01, 201294473, Moeller, Judith, judith.moeller@jujubinha.com.br, Sat Jun 16 11:12:19 2012
275.757.388-34, 201507537, Baldrige, Nadine, nadine.baldrige@jujubinha.com.br, Fri Jul 10 17:11:43 2015
308.888.641-58, 201635461, Moore, Brad, brad.moore@jujubinha.com.br, Tue Jan 26 23:12:45 2016
802.540.106-79, 201494347, Taylor, Tim, tim.taylor@jujubinha.com.br, Mon Jan 13 12:43:54 2014
221.580.351-86, 201249561, Sanchez, Brandon, brandon.sanchez@jujubinha.com.br, Thu Jun 21 14:23:35 2012
775.306.774-77, 201399680, Bailey, Sean, sean.bailey@jujubinha.com.br, Sun Dec  8 11:13:19 2013
924.412.063-50, 200954273, Webster, Kurt, kurt.webster@jujubinha.com.br, Wed Jan 14 01:54:27 2009
386.878.466-79, 201026655, Blanco, Michelle, michelle.blanco@jujubinha.com.br, Thu Dec 23 10:46:28 2010
